Handles  NPM(K)     PM(K)     WS(K)   CPU(s)      Id  SI  ProcessName        Path
    518      35     85792     88511    32.82    9666   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1374      16     81321     92271    15.20    9673   1  ctfmon             C:\Windows\System32\ctfmon.exe
    832      40     80547     83534    40.09    9705   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1145      54    174191    185309    31.10    9715   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    850      33     40939     56141     8.64    9739   1  notepad            C:\Windows\System32\notepad.exe
   1096      37     72590     83010    39.39    9771   1  winlogon           C:\Windows\System32\winlogon.exe
    628      36     90916    107284    16.35    9803   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    733      47     65720     70539    37.87    9849   1  lsass              C:\Windows\System32\lsass.exe
    503      57    123235    136284    13.85    9868   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1336      42     75855     89614    12.56    9887   1  dllhost            C:\Windows\System32\dllhost.exe
    289      28     28423     37875     4.15    9891   1  dllhost            C:\Windows\System32\dllhost.exe
   1287      55    120357    123811    22.98    9944   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
     83      53     16111     21409    10.29    9962   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    333      29     18928     31119    37.93    9970   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1170      27     24582     31351     8.87   10005   1  conhost            C:\Windows\System32\conhost.exe
    135      16     14236     24386     8.58   10032   1  conhost            C:\Windows\System32\conhost.exe
    974      36    148543    167894     3.01   10066   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    974      42     46550     63273    30.43   10117   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    980      58     59320     71414     8.20   10168   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    700      21     88571     96749    23.27   10210   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    860      54    104693    110700     4.00   10265   1  services           C:\Windows\System32\services.exe
   1289       6     76048     85345     9.90   10286   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    591      44    140818    147739     9.11   10321   1  notepad            C:\Windows\System32\notepad.exe
    238      32     94438    112805    10.13   10333   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    416      17     66809     80858    28.88   10337   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1335      26     54058     58757    12.75   10382   1  lsass              C:\Windows\System32\lsass.exe
   1194      59    174860    193341    10.55   10403   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1246      50     55075     66824    14.41   10425   1  cmd                C:\Windows\System32\cmd.exe
   1196      32     28077     37655     3.27   10455   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    513      46     84726     90652     4.79   10483   1  wininit            C:\Windows\System32\wininit.exe
   1246      51    178327    182284    15.28   10511   1  explorer           C:\Windows\explorer.exe
    831      55     69793     78769     9.50   10520   1  audiodg            C:\Windows\System32\audiodg.exe
    838      31    134349    153308     6.25   10535   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    375       8     73940     81886    26.91   10567   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    659      41    165957    170658     9.10   10614   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
     86      18     42253     50607    11.54   10657   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    225      46    148695    167594    19.46   10712   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    964       7    120163    135514    28.69   10766   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    106      49     70752     86119     4.36   10794   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    351      17     28348     39743    37.17   10810   1  dwm                C:\Windows\System32\dwm.exe
     87      28     51480     56507    43.05   10845   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1154      24     43222     48361     7.83   10903   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    468      55     32750     41580    14.31   10952   1  csrss              C:\Windows\System32\csrss.exe
    777      25     63399     67616    14.01   10990   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    443       6     30880     35517    35.38   11043   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    946      17     71748     75619    16.43   11088   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    764       9     96559    107306    16.34   11114   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    410      51    166139    179884    11.67   11130   1  svchost            C:\Windows\System32\svchost.exe
    511      17     35728     44840    22.27   11141   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    359      37     90320     98485    44.39   11160   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    477      38    166699    177525     2.93   11185   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1201      60    165860    183159    25.45   11199   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1221      41     58878     74149     7.17   11221   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1162      24     87526    101243    37.75   11245   1  svchost            C:\Windows\System32\svchost.exe
     84      31    147069    158264    17.69   11303   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
   1177      50     18278     19088    12.80   11336   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1081      23     77757     82011    44.29   11386   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    149      17     98679    110985    20.09   11411   1  conhost            C:\Windows\System32\conhost.exe
    543      38     90254    108484     7.51   11462   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    654      47    151174    152518     8.03   11471   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    445      40    179764    193360    19.94   11515   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1017      50     46476     66314    43.89   11558   1  cmd                C:\Windows\System32\cmd.exe
    426      13    161029    170509    13.43   11599   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    468      57     16126     23339    12.20   11639   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
   1161      33    135448    145918    34.97   11678   1  conhost            C:\Windows\System32\conhost.exe
    718      12    116996    132087     2.49   11731   1  conhost            C:\Windows\System32\conhost.exe
    735      55    162203    170441    33.42   11772   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    990      34    146788    154124     9.33   11824   1  audiodg            C:\Windows\System32\audiodg.exe
    257      25    103028    121101    36.46   11862   1  conhost            C:\Windows\System32\conhost.exe
    382      15     21683     28009    35.95   11892   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    299      22    163441    177467    31.70   11914   1  services           C:\Windows\System32\services.exe
    342      29     32943     47021    22.95   11923   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    313      52    169316    184552    33.85   11928   1  notepad            C:\Windows\System32\notepad.exe
    803      47     99628    104346    44.51   11942   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    964      50     97962    116984    38.23   11982   1  csrss              C:\Windows\System32\csrss.exe
   1165      31     69048     71602    34.34   12002   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    798      42     95540    104894    24.54   12006   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1190      60     52970     61733    40.39   12031   1  notepad            C:\Windows\System32\notepad.exe
    307      31    171069    182975     0.95   12088   1  taskhostw          C:\Windows\System32\taskhostw.exe
    746      28    146631    159761    42.29   12144   1  services           C:\Windows\System32\services.exe
    504       6     84423    104272    13.02   12182   1  sihost             C:\Windows\System32\sihost.exe
    485      51      2096     17864    13.78   12208   1  csrss              C:\Windows\System32\csrss.exe
    762      32    141149    154940    13.07   12260   1  csrss              C:\Windows\System32\csrss.exe
    290      51     68673     69736    33.49   12298   1  cmd                C:\Windows\System32\cmd.exe
    903      44     68838     73909    35.48   12310   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    670      59    101390    114599    43.34   12323   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    974      12    118711    130506    24.42   12340   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1330       9     35129     45172     9.51   12390   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1147      40    123131    141596    10.03   12416   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1043      57     43288     55719    11.32   12423   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    534      47    169243    180560     0.10   12465   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    178      57     31901     41460    35.85   12470   1  winlogon           C:\Windows\System32\winlogon.exe
    870      28     91979     99183    35.70   12527   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1390      53    130181    134778    40.16   12575   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
